k,r,j,h,E,count
2,25,15,0,60,1621781705319666979639948691374080000
2,25,13,6,64,419524731846748360511078400000
2,25,14,4,64,3935445808949352845669738151936000
2,25,15,2,64,4661565139906819952644721548984320000
2,25,16,0,64,665767259009233267461311948472188928000
2,25,13,8,68,117761328237683750318899200000
2,25,14,6,68,2008866291911398239474758123520000
2,25,15,4,68,5482220344692559279818709315092480000
2,25,16,2,68,2662243265986616654962062455054794752000
2,25,17,0,68,174502665290325667535021763041813751398400
2,25,13,10,72,23225150846876517424005120000
2,25,14,8,72,657087348911210996386654126080000
2,25,15,6,72,3527471323386541551283944582021120000
2,25,16,4,72,4317042871437465189900801354976198656000
2,25,17,2,72,998814459590619639457186430887693123584000
2,25,18,0,72,32541455581276992923955860276668778151936000
2,25,13,12,76,3307494095564574468833280000
2,25,14,10,76,146209534837446921373680795648000
2,25,15,8,76,1402895958626144865041348221992960000
2,25,16,6,76,3721013126198701854355803099075969024000
2,25,17,4,76,2366970911315994129367441103409076450099200
2,25,18,2,76,274376149895086950470456643641885941825536000
2,25,19,0,76,4600775009105588187229317529015014797397196800
2,25,13,14,80,343268617976787338035200000
2,25,14,12,80,22807185182759390432913653760000
2,25,15,10,80,367760379252464904872246551511040000
2,25,16,8,80,1908694274515526453850497339860451328000
2,25,17,6,80,2974637256518444209361328373220310515712000
2,25,18,4,80,1000658248918484971198029197105062452658176000
2,25,19,2,80,58526569832204579383606712992683936198112051200
2,25,20,0,80,509654395829257647661878789153105903271463092224
2,25,13,16,84,25801235991719309721600000
2,25,14,14,84,2520147187721433811394101248000
2,25,15,12,84,65748575285165461117206905487360000
2,25,16,10,84,622415009871747404058172668839460864000
2,25,17,8,84,2156390045294961708129611203753488364339200
2,25,18,6,84,1992293326772770119397564282331473561780224000
2,25,19,4,84,338600690420868122932456905865470866911081267200
2,25,20,2,84,9916151870566851047895869956197047174969268633600
2,25,21,0,84,44397680341588367380195901804203100291479476633600
2,25,13,18,88,1371080173473006796800000
2,25,14,16,88,195943787592502856871444480000
2,25,15,14,88,8125230166034503166035364413440000
2,25,16,12,88,134195511858594709819163839014371328000
2,25,17,10,88,949126591964303158696271915025537014169600
2,25,18,8,88,2281683490470034127722769931257140438106112000
2,25,19,6,88,1113564041030824642538513899532391401233632460800
2,25,20,4,88,91290286041286732890388447423804982303401307013120
2,25,21,2,88,1320899188710425949830121830532180690769711359590400
2,25,22,0,88,2939705890132674186631290164087312319407902949376000
2,25,13,20,92,48934174541460848640000
2,25,14,18,92,10440660725732141946961920000
2,25,15,16,92,690900608277006015295775047680000
2,25,16,14,92,19493605428369712480508962085535744000
2,25,17,12,92,264544953886171767453883916698863953510400
2,25,18,10,92,1518881385882363243502749667216684983779328000
2,25,19,8,92,2154610211989411354223011693052037330293804236800
2,25,20,6,92,492732783856675108932570648779829317580943156838400
2,25,21,4,92,18984701425004086959472870730976131365622092136448000
2,25,22,2,92,131848044032194649340681139475095814017997202259968000
2,25,23,0,92,133940025823832523067436114936531179368950739763200000
2,25,13,22,96,1053852053208514560000
2,25,14,20,96,360372818348915828391936000
2,25,15,18,96,39415570757445324611062333440000
2,25,16,16,96,1908146896076675482363258214547456000
2,25,17,14,96,47983927323192927832434271328572067020800
2,25,18,12,96,600722585498002973161884480715531650859008000
2,25,19,10,96,2400580078395810352292495109287173825777316659200
2,25,20,8,96,1606723029034695179901492747327412600681770768138240
2,25,21,6,96,162535848504988786514223426096595720832097191146291200
2,25,22,4,96,2865925239399893771956386624477682278391950392426496000
2,25,23,2,96,8833028431871156499953353737520298806862401492746240000
2,25,24,0,96,3176386433251312256984677026593860423882103964303360000
2,25,13,24,100,10362360405196800000
2,25,14,22,100,7170522665171163217920000
2,25,15,20,100,1426271656378681568361185280000
2,25,16,18,100,123243202160559627887100970401792000
2,25,17,16,100,5714032359386987175673158113100300288000
2,25,18,14,100,146171395792738758996949333446584803786752000
2,25,19,12,100,1502611447872461313054977962142472881145328435200
2,25,20,10,100,3081128672437436752710097318531819710318911265177600
2,25,21,8,100,858531532332278889922075391150314498637981012931379200
2,25,22,6,100,37302442238297002516439459312446465432691941136400384000
2,25,23,4,100,280068906013571438178362954720611222307639585144832000000
2,25,24,2,100,298670482377823569567988025891551557637318667717836800000
2,25,14,24,104,61087358071883759616000
2,25,15,22,104,29100008444699960542494720000
2,25,16,20,104,4985818052891602412420210884608000
2,25,17,18,104,440836822219150280357499737473862860800
2,25,18,16,104,22384374418639643158888084396559787098112000
2,25,19,14,104,533549362371384816514386576379540944532065484800
2,25,20,12,104,3312743211732732607067992640246204443030714570506240
2,25,21,10,104,2749058584251261792778889395479712397496781634745139200
2,25,22,8,104,304258803960136187135696744071203027142104215275438080000
2,25,23,6,104,5318044549496444912565577897578266845894056251479818240000
2,25,24,4,104,13333236842256636338177240571014037009489857270828236800000
2,25,15,24,108,247842405155393030062080000
2,25,16,22,108,112862368520091408086115287040000
2,25,17,20,108,21069289801259393057713227464441856000
2,25,18,18,108,2155638278751292101400804588129974484992000
2,25,19,16,108,111397872725928635153686910571977314889682124800
2,25,20,14,108,1912967297781494457651445469568764922232826127974400
2,25,21,12,108,5109224557616031294865927691189996736501928513083801600
2,25,22,10,108,1548604444070566033350466897296878037499892857244221440000
2,25,23,8,108,64053328313912126653175592832922066928554682295831756800000
2,25,24,6,108,355994124280187717714823747706386171513888983457202176000000
2,25,16,24,112,1066918974691349634723348480000
2,25,17,22,112,561710693408260112770033612593561600
2,25,18,20,112,126101169020748376966228402633552429056000
2,25,19,18,112,13918958555340159084302882488849682733937459200
2,25,20,16,112,591951123744604864483781849689047541648494553989120
2,25,21,14,112,5185850712400586457193757738837824746588084755654246400
2,25,22,12,112,4772320094165201333644785650776254619272100832738279424000
2,25,23,10,112,493517896828341801228562330422500378512345512557307494400000
2,25,24,8,112,6090326274299686424576218624005917919658930190167100620800000
2,25,17,24,116,6302407193211260489116837478400000
2,25,18,22,116,4070163067089703792353756113314775040000
2,25,19,20,116,1020375303997554901476335128637846706978816000
2,25,20,18,116,101528746688314895487652113971511578575588923801600
2,25,21,16,116,2696479878335761878395474519470606760275813082962329600
2,25,22,14,116,8451979109257206545511881520628044371314868449217347584000
2,25,23,12,116,2391773672668145315938948705079567050097011862539295784960000
2,25,24,10,116,68049939421380437201422578697891868279171859140157898752000000
2,25,18,24,120,55162417947963911537796073075507200000
2,25,19,22,120,40305733192537413243792863528522008756224000
2,25,20,20,120,9668501486469055524003657467036285717792082100224
2,25,21,18,120,699152697000498608878230968147804609549037478084608000
2,25,22,16,120,7977322612943960120865685653395089760971925063907409920000
2,25,23,14,120,7022467091490236431905106510468405768662484109102489272320000
2,25,24,12,120,493710376423420592669349910860792691885657334951109690654720000
2,25,19,24,124,658496204242545624354562901271254138880000
2,25,20,22,124,477237549954365010391165987763367751503052800000
2,25,21,20,124,92307342135294370070962118126308377200917083901132800
2,25,22,18,124,3650951323599611544135743049305859226424935101707059200000
2,25,23,16,124,11750519693116345542741041551088776204373233810280797962240000
2,25,24,14,124,2269500293368196317135433059230294145990143932349114482688000000
2,25,20,24,128,9481838457298927463364144249076155678720000000
2,25,21,22,128,5941628657631367237291469986607897055857611898880000
2,25,22,20,128,750568632644566309626190849197252059707678838526836736000
2,25,23,18,128,10206024819652696120588880879586211281912628225836161433600000
2,25,24,16,128,6324405057366332947388310672254757316999379637628126730649600000
2,25,21,24,132,147476375270310847948018444722259838600478720000000
2,25,22,22,132,68033365331140661276872959525402120785393953328332800000
2,25,23,20,132,4004324068812629242903248946414768966342999916995349053440000
2,25,24,18,132,9952908502499399824994641844080701865105625424804339253248000000
2,25,22,24,136,2218205698274477225642136388499072304901301207040000000
2,25,23,22,136,591269536810934895046751037276571741366676373544894464000000
2,25,24,20,136,7881869413667871938297910884426670529098096906680080049111040000
2,25,23,24,140,27771662328687052739423465077505260004423598342144000000000
2,25,24,22,140,2554561216624337367746997103590834109298208803616435732480000000
2,25,24,24,144,211902271619106550197076654219217287901755139774899814400000000
2,26,13,0,52,164623311342494975676625920000
2,26,13,2,56,237789227494714964866237440000
2,26,14,0,56,1244113238252348696180154286080000
2,26,13,4,60,158526151663143309910824960000
2,26,14,2,60,2347666622030043657572710440960000
2,26,15,0,60,1734301463379053913354010794393600000
2,26,13,6,64,64584728455354681815521280000
2,26,14,4,64,1936477184197618850013891624960000
2,26,15,2,64,4345161328333355567757003077713920000
2,26,16,0,64,1064372150284190252435123528196685824000
2,26,13,8,68,17940202348709633837644800000
2,26,14,6,68,934478828047506719139955752960000
2,26,15,4,68,4562951538467306959200516158668800000
2,26,16,2,68,3616386729545488798736572691751763968000
2,26,17,0,68,383278855035040140977331504558895005696000
2,26,13,10,72,3588040469741926767528960000
2,26,14,8,72,296324302261086591974325043200000
2,26,15,6,72,2696736659178473808527653655592960000
2,26,16,4,72,5034360308201636386524962811482603520000
2,26,17,2,72,1811728814774169839894985137250329690112000
2,26,18,0,72,93577693426965174739737198689130349854720000
2,26,13,12,76,531561551072878039633920000
2,26,14,10,76,65461096265890166743531069440000
2,26,15,8,76,1012461410969178972846103953653760000
2,26,16,6,76,3814009884041795677613398467085074432000
2,26,17,4,76,3520779451928655292659559498677542191104000
2,26,18,2,76,632896274167603140694668612586882228813824000
2,26,19,0,76,16857361507709849988549559897640443685791334400
2,26,13,14,80,59062394563653115514880000
2,26,14,12,80,10383326464009054115823943680000
2,26,15,10,80,257096140511228926184149207695360000
2,26,16,8,80,1773349716891490160151967920560406528000
2,26,17,6,80,3657979162808888273490783621091757654016000
2,26,18,4,80,1813950202397602801788142124922421358100480000
2,26,19,2,80,167593451035558796742702716810568523685088460800
2,26,20,0,80,2356546065201727309312767614577368880161331609600
2,26,13,16,84,4921866213637759626240000
2,26,14,14,84,1197155362875539549409607680000
2,26,15,12,84,45654371241738667859250497617920000
2,26,16,10,84,540615037018948737435854339199860736000
2,26,17,8,84,2254019739957180196909480241191346503680000
2,26,18,6,84,2812987832114106067499114407518535742914560000
2,26,19,4,84,740419323065370492675946322969140953787190476800
2,26,20,2,84,35170564011067017120331585134455259920170431283200
2,26,21,0,84,261954501813191496080296191907550104198377268838400
2,26,13,18,88,303818902076404915200000
2,26,14,16,88,100087182438590901776302080000
2,26,15,14,88,5751137547168161257571211509760000
2,26,16,12,88,112190829177608963214481801470541824000
2,26,17,10,88,877230201188101994657160075916490833920000
2,26,18,8,88,2539653607442673082406463648528376950423552000
2,26,19,6,88,1835693512203079616912070943057278126185565388800
2,26,20,4,88,244720667781479674529747101552578715876989704601600
2,26,21,2,88,5929369491498197705473098965597752640562938039500800
2,26,22,0,88,23096992191362233126619323956315600957446427770880000
2,26,13,20,92,13503062314506885120000
2,26,14,18,92,5959441521884468678860800000
2,26,15,16,92,513196173882182775783170211840000
2,26,16,14,92,16137057687315284398058689264091136000
2,26,17,12,92,224803725221864703490178796504707235840000
2,26,18,10,92,1385383076614650166274283727431375771402240000
2,26,19,8,92,2678703078067226595080776095791204819050640179200
2,26,20,6,92,993231742979052112644517566381567684509234626560000
2,26,21,4,92,64759669929845045469706901591111424538376313136742400
2,26,22,2,92,790352685680765044573756287362203794500718138753024000
2,26,23,0,92,1554179816453084593922565875922608191339593990144000000
2,26,13,22,96,409183706500208640000
2,26,14,20,96,242959099884665216532480000
2,26,15,18,96,31854080632801324372813578240000
2,26,16,16,96,1611272764511557608586001279090688000
2,26,17,14,96,38853981446132018503652444006129860608000
2,26,18,12,96,474063997524473955348809629749082935263232000
2,26,19,10,96,2294949074687913310256977295158414017194832691200
2,26,20,8,96,2434549249531737799389335419986689678334822344294400
2,26,21,6,96,423211437981186713446034997074292255461981516149555200
2,26,22,4,96,13254635367479602829867281866835455082511515703574528000
2,26,23,2,96,79125600652353098819750794797487202900077501910876160000
2,26,24,0,96,72026591143678385938607509819574958510581955428352000000
2,26,13,24,100,7577476046300160000
2,26,14,22,100,6281949915013524111360000
2,26,15,20,100,1319863189745073936673751040000
2,26,16,18,100,109931721731184782345085905928192000
2,26,17,16,100,4562347879943755866778047056190111744000
2,26,18,14,100,105024067315516117001156165254564489986048000
2,26,19,12,100,1158425114540224876840193331040194683177061580800
2,26,20,10,100,3520755785638906108284974099684688244821649784832000
2,26,21,8,100,1709930250539949708028643924549803453224763801573785600
2,26,22,6,100,134511893368766572712454493144547880040624203994497024000
2,26,23,4,100,1973729318133926245920827567306252541467415978254008320000
2,26,24,2,100,5319990723788145540378422192979751008981672931413196800000
2,26,25,0,100,1735668301026609911852341375245930874478435380494336000000
2,26,13,26,104,64764752532480000
2,26,14,24,104,87728088602409615360000
2,26,15,22,104,33662254413882355345244160000
2,26,16,20,104,4928081234584232417614306344960000
2,26,17,18,104,360146879951293296877678124536954880000
2,26,18,16,104,15323551559907126288640107082285106331648000
2,26,19,14,104,354883393204068565398333524478434087690620108800
2,26,20,12,104,2900252770380033844886166443717934853711646529945600
2,26,21,10,104,4175504318840866099549320896407752214672767850433740800
2,26,22,8,104,858546186489292466358500362674513240258360293827018752000
2,26,23,6,104,29860620792387651471116126909213931518735318932877475840000
2,26,24,4,104,190652138620379337710568269240659605266575524727514726400000
2,26,25,2,104,180506353626758748215942850311729610866948897318633472000000
2,26,14,26,108,424338658592808960000
2,26,15,24,108,444823991261829825085440000
2,26,16,22,108,134115988926061255114342268928000
2,26,17,20,108,18474890957442037556180210867503104000
2,26,18,18,108,1470192981930732830975334353632216743936000
2,26,19,16,108,68013891505880061513410176940583752930898739200
2,26,20,14,108,1345045527116454593474348747241180512695521116160000
2,26,21,12,108,5890724322004628643105941848400729189675297474504294400
2,26,22,10,108,3404750034082384090789231559535292521593459019935121408000
2,26,23,8,108,287706072490975164228723240927635342134959046382447493120000
2,26,24,6,108,4137388205977441966866072000798821853007491460699992883200000
2,26,25,4,108,8988071390058665087505155234995455642681155166998102016000000
2,26,15,26,112,1860421918887615283200000
2,26,16,24,112,1871862054843641776562110464000
2,26,17,22,112,572792494416481815022981163778048000
2,26,18,20,112,90395053068731471775284783628605718528000
2,26,19,18,112,8256603934709357043633167542062213344998195200
2,26,20,16,112,361482699158084511155412272922877220610193647206400
2,26,21,14,112,4567244679256504896858063999160025515299860324234035200
2,26,22,12,112,8087290511921225558867259982946491770204506170891173888000
2,26,23,10,112,1766179313686716220617979590526238078603231224293218058240000
2,26,24,8,112,57745071861462762907963974785750861856742949898847204147200000
2,26,25,6,112,270381368311627455701613382040886584881077838397181001728000000
2,26,16,26,116,8320126893853611265228800000
2,26,17,24,116,9179476409550452084947620200448000
2,26,18,22,116,3341301113224567623713502526829494272000
2,26,19,20,116,625910183080957835215855103731918097822515200
2,26,20,18,116,57981640026931047497686598411153982262175858688000
2,26,21,16,116,1894968104478811596204450102863197252978151469455769600
2,26,22,14,116,10894381313040111937167336047538408883543087183004958720000
2,26,23,12,116,6745673499195368140383710546208740273331000159746025062400000
2,26,24,10,116,524615920537169573739848186812016837114159562249878057779200000
2,26,25,8,116,5274918980644634547500647011546008890408910338842565804032000000
2,26,17,26,120,49450512957052634961562828800000
2,26,18,24,120,64340776280696729719295110419578880000
2,26,19,22,120,28066465986347037872021108107723071396249600
2,26,20,20,120,5562825225265502799564444494017574818014245683200
2,26,21,18,120,430523486794175906726740593756525083299465904573644800
2,26,22,16,120,7793407429726696763113685191067237968517269692604219392000
2,26,23,14,120,15346353690124530773748354986602607610394032187735151738880000
2,26,24,12,120,3065763935595086845636454098789166756481316393613673470361600000
2,26,25,10,120,68205998493435853800427881235707107608549007714308998561792000000
2,26,18,26,124,436706546005078197546854803046400000
2,26,19,24,124,651891372564221817192093585374623825920000
2,26,20,22,124,306194018594813466509032183852771801346290483200
2,26,21,20,124,54718946572066221311377118621280240381131727097036800
2,26,22,18,124,2811585513717226434216274207506513437180028984420728832000
2,26,23,16,124,19491046080526179705213182169065242149698132073498531594240000
2,26,24,14,124,11178784087029967575524221735814434019721142959635947742822400000
2,26,25,12,124,583232172905604674812058808172879609384409350004427051761664000000
2,26,19,26,128,5424822031083902220759937617022156800000
2,26,20,24,128,8550034094650505126996178358354021208555520000
2,26,21,22,128,3799111304808130295216476617646808476026987872256000
2,26,22,20,128,513785543413829302014419167272524757979151468643483648000
2,26,23,18,128,12669723930951104919220606229513224066622513619483198750720000
2,26,24,16,128,24182774002631567673225619500872117619618070503911850403430400000
2,26,25,14,128,3235278683970722356108912112688077872567554244128198063292416000000
2,26,20,26,132,84662381093328169678050085636405198848000000
2,26,21,24,132,128927462197110706132606652412264313970176819200000
2,26,22,22,132,47445551123974057557942592747962069376496951309107200000
2,26,23,20,132,3840475949037855830337909309810247644205312414655226839040000
2,26,24,18,132,28740782768324516503615658733900321595370295359031809251737600000
2,26,25,16,132,11229177912677605848614374182045342754790010931501247722684416000000
2,26,21,26,136,1500330317609735410819942074751689519267840000000
2,26,22,24,136,2016026961579309913151559154193167478862762737664000000
2,26,23,22,136,520404962592219140250954279811540745279769329580323635200000
2,26,24,20,136,16729711625746823073636636418777246669324484131599811608576000000
2,26,25,18,136,23021780312144641029924935778817015320484103549030796166692864000000
2,26,22,26,140,27610208618629816898543334167567444084156006400000000
2,26,23,24,140,29336539415419749707680381602717434534074028497305600000000
2,26,24,22,140,4048581957890430382975081051820774464464190724638953701376000000
2,26,25,20,140,25460663389919184925414073149391548507630886708503442614124544000000
2,26,23,26,144,478354428544762743162420882381866173942978314240000000000
2,26,24,24,144,341014998798688341600875135699551366957739440648853913600000000
2,26,25,22,144,13044367924153449887165587967224825268925447848173573767168000000000
2,26,24,26,148,6765229385461413135344236821114578583359679753093120000000000
2,26,25,24,148,2298015248551218063170618730804169245894956371813764956160000000000
2,26,25,26,152,57448842714347491860157148758122341150491100741369856000000000000
2,27,14,0,56,462262258249725891699965583360000
2,27,14,2,60,787557921462495963636978401280000
2,27,15,0,60,1372569642184341661008502253027328000
2,27,14,4,64,604935794746554870619708047360000
2,27,15,2,64,3047844590506691480747780981194752000
2,27,16,0,64,1345286835652488886551629008113500160000
2,27,14,6,68,279006026927132225443051929600000
2,27,15,4,68,2914192925258753539862152815771648000
2,27,16,2,68,3962528603569736178257998495772835840000
2,27,17,0,68,687665175425146218125527448041209987072000
2,27,14,8,72,86543536130175273632798515200000
2,27,15,6,72,1609947397895057782102470876659712000
2,27,16,4,72,4866829776637842483130848250871808000000
2,27,17,2,72,2746925986458504052154031662155674157056000
2,27,18,0,72,223614564346793080194048993009161857086259200
2,27,14,10,76,19117079622784985817394298880000
2,27,15,8,76,578866778420059814933891223060480000
2,27,16,6,76,3336249446900777039843813939179683840000
2,27,17,4,76,4523605343752854128885016106961643503616000
2,27,18,2,76,1243063322840454662827944328774793927904460800
2,27,19,0,76,51654062230516443997651373190086413435011072000
2,27,14,12,80,3100066965857024727145021440000
2,27,15,10,80,144011209941674197723992552505344000
2,27,16,8,80,1441815241349496054554456812181913600000
2,27,17,6,80,4049042421991120147869619038194963054592000
2,27,18,4,80,2889914031518924876537706101674437856827801600
2,27,19,2,80,410653870678390102938756973916546029798293504000
2,27,20,0,80,9067154318578574834168673515856141547671335731200
2,27,14,14,84,374219331955306139902279680000
2,27,15,12,84,25619502638861978668178253152256000
2,27,16,10,84,419184917560203469847377584307568640000
2,27,17,8,84,2211366326428956134309818877643190173696000
2,27,18,6,84,3632774727809854163272402327175665082066534400
2,27,19,4,84,1417742559615570919070987509477708949505441792000
2,27,20,2,84,105704721192221330088129846576501275176581306777600
2,27,21,0,84,1259111572356909624050528314568550745684258829893632
2,27,14,16,88,33665564901282275843481600000
2,27,15,14,88,3309154898599760627159896817664000
2,27,16,12,88,85018269567613626560525283742187520000
2,27,17,10,88,787403475204010032667932738399359729664000
2,27,18,8,88,2711029318099098819033627117298602131167641600
2,27,19,6,88,2710803403781854622752687130189520347087241216000
2,27,20,4,88,562050988005354501094712146411137565464069144576000
2,27,21,2,88,21917401043264269219469089057333931750484911113371648
2,27,22,0,88,140744997886168659824238207332197979573776976078438400
2,27,14,18,92,2231246016849117697228800000
2,27,15,16,92,310735549284577339641155813376000
2,27,16,14,92,12245720327561545528101250463170560000
2,27,17,12,92,190297969741626270217215350811012366336000
2,27,18,10,92,1269626841260440475769837837433524827927347200
2,27,19,8,92,3063778729613848251109860771698111209455747072000
2,27,20,6,92,1722822455281021232192315430465890197019342300774400
2,27,21,4,92,181957218099628332029842909575065754384348972067061760
2,27,22,2,92,3683820923033880740993747326032391735276148276959641600
2,27,23,0,92,12566819293700145437326419367193825822070156608667648000
2,27,14,20,96,105972033044250034421760000
2,27,15,18,96,20944741684173682573898219520000
2,27,16,16,96,1256560093266337015567663988736000000
2,27,17,14,96,31911545671026811953850168345765085184000
2,27,18,12,96,389069952339285320268458328283841892345446400
2,27,19,10,96,2092742720194037764865354544024465630585421824000
2,27,20,8,96,3184831349671921812106151260632157077068656410624000
2,27,21,6,96,901831019768608477500754655391110888046626288267427840
2,27,22,4,96,47341963275271552265476302932969790954643173494331801600
2,27,23,2,96,491696013655170229145199186846714908591286700254167040000
2,27,24,0,96,858988634313117466873530626554851288771332972268748800000
2,27,14,22,100,3417502316689742561280000
2,27,15,20,100,982869196029813187144777728000
2,27,16,18,100,90797864638052567148153038438400000
2,27,17,16,100,3738775425162314671832305808260988928000
2,27,18,14,100,80243910055678981656699603654593156952883200
2,27,19,12,100,887074602848191514429660505470035226831880192000
2,27,20,10,100,3512238378467437558731186084368394039551982147993600
2,27,21,8,100,2765229175248071267018231096414517161547501046301982720
2,27,22,6,100,370614540137550568626765374905071585544164282702023884800
2,27,23,4,100,9549567889920616059376966971396805170090918956985483264000
2,27,24,2,100,49377693519870457752501900935968798814865162125998817280000
2,27,25,0,100,40456738237214196762326568403651244659153413398310420480000
2,27,14,24,104,67106127866034216960000
2,27,15,22,104,30260591571454259537313792000
2,27,16,20,104,4482730969881988691695642214400000
2,27,17,18,104,303500239831552718220335433215115264000
2,27,18,16,104,11290189319203905034222669520046848055705600
2,27,19,14,104,241173454810479797556838728802869585402396672000
2,27,20,12,104,2279984479101033532127741808695725768780579602432000
2,27,21,10,104,5127670076998318637427341864656564202149980404585594880
2,27,22,8,104,1830802409590948098913204445554016941737018453010887475200
2,27,23,6,104,113799761962051570383851518140139549155909206396154937344000
2,27,24,4,104,1404307440672431463200519160617619496979336980291104276480000
2,27,25,2,104,3331427508564533773624395339726831705910148990700009553920000
2,27,26,0,104,989690035371586948358286792450576308288807153512218624000000
2,27,14,26,108,606198083704012800000
2,27,15,24,108,542727570919398734757888000
2,27,16,22,108,142422111120906744793493667840000
2,27,17,20,108,16611418078439410714354445539344384000
2,27,18,18,108,1081231580597340633519529708847616124518400
2,27,19,16,108,43079656865537410841932544893217971076333568000
2,27,20,14,108,884954566577323958544888589226558919324887049830400
2,27,21,12,108,5526475107438057510134063574322761288937571266508881920
2,27,22,10,108,5603491293836511277562495296379726188505977328918908108800
2,27,23,8,108,867535279939468341033559796141347730155108767791094693888000
2,27,24,6,108,24502367921681480469301287173916197938478489319428409262080000
2,27,25,4,108,134210380387817381478365749555623131559345934860953636044800000
2,27,26,2,108,113405303505017150635305311554857301188651888274443337728000000
2,27,15,26,112,4204007958410676928512000
2,27,16,24,112,2580798488403635114396221440000
2,27,17,22,112,579173382714919805741159770226688000
2,27,18,20,112,68972061966488405779666122378235713945600
2,27,19,18,112,5095637636350634427206699364854276460380160000
2,27,20,16,112,212533405845905407028530042931781109527361880064000
2,27,21,14,112,3364588076539967732201620347560002445694498997618606080
2,27,22,12,112,10201941972921676487759357758715592039309821478784991232000
2,27,23,10,112,4199714411271868683431752694182817494833168202479112814592000
2,27,24,8,112,276211313873480073569625276027965553313573718762850311208960000
2,27,25,6,112,3307298428374075122356713812630692134714446922912865714176000000
2,27,26,4,112,6270489508799848624620190368053616543011583816782139359232000000
2,27,16,26,116,19692228220533222648053760000
2,27,17,24,116,11447199034007555685159602749440000
2,27,18,22,116,2784755055615823074542310963018517708800
2,27,19,20,116,393920692764758235343096337218610090999808000
2,27,20,18,116,32313346954091559846956777146310429984318658969600
2,27,21,16,116,1169193586326881770657492071841802464194161420072386560
2,27,22,14,116,10501215715288747319702310170815851694866266460780075417600
2,27,23,12,116,12523321453969880469553591271506502505119696636140578668544000
2,27,24,10,116,2020770709674595808304695752408386231778115129278159745187840000
2,27,25,8,116,53073262096339139144361733446804463915366014728575289131008000000
2,27,26,6,116,211407078605836204750140210288282331259585625305953018576896000000
2,27,17,26,120,95370547552682078097459118080000
2,27,18,24,120,63768494459811775748531396141069107200
2,27,19,22,120,19049549541200501281375414923728277995520000
2,27,20,20,120,3108649219451873127070336965258021627394994995200
2,27,21,18,120,240394053725545965774218852423227677621635213049200640
2,27,22,16,120,5856265930091251341470880320568369650852723578637176012800
2,27,23,14,120,21930607378445786578096654431595160014009997682846644305920000
2,27,24,12,120,9420140788763160475718266548768549269707919612327116060753920000
2,27,25,10,120,563079214334709761818441476002597381253350309425714993456742400000
2,27,26,8,120,4673432327939485168320215948613299611990159120039777337868288000000
2,27,18,26,124,622338711706918059919979933859840000
2,27,19,24,124,519943639810731963998373767993119211520000
2,27,20,22,124,182881806478842316274179657108994269774872576000
2,27,21,20,124,29752077690385197938148441086928503646900596854751232
2,27,22,18,124,1766668511146477939025986953683633076713976899787816960000
2,27,23,16,124,21193963885766939764021063608869363933745772476259381542912000
2,27,24,14,124,26985664080835114633711795067271373364939286403751238382387200000
2,27,25,12,124,3919156507812467433537286816677222844906454589063025522177474560000
2,27,26,10,124,69385556930356977313154958084088818894801408287137925852823552000000
2,27,19,26,128,6065352556508827699220923007002214400000
2,27,20,24,128,5980945977739555347114606362709296607657984000
2,27,21,22,128,2172333273741250147493314083651000868276201479733248
2,27,22,20,128,297697074902015296625074197736481234316035930417056972800
2,27,23,18,128,10606858162195446715176629081991054137564414851839336382464000
2,27,24,16,128,44957169564056785178269802792889852373419648462074077847224320000
2,27,25,14,128,17461325733141660332141496188263880752810868154654150025795338240000
2,27,26,12,128,692458166966232716423572024729957394101206972640832203706597376000000
2,27,20,26,132,82864627791133569519243272584345430261760000
2,27,21,24,132,85935696824105491685926266884037883169322565632000
2,27,22,22,132,28024452278154626439921422733869322422306293225095168000
2,27,23,20,132,2677252912218632045221656384152294442240766579713245184000000
2,27,24,18,132,40340329624431269570773311087721454872346117053005469203824640000
2,27,25,16,132,47760953697765329429341839285435224512531504106432745869987020800000
2,27,26,14,132,4576487388516223076701426592791135940022917991144520113746608128000000
2,27,21,26,136,1414334505633062612032642780493894932601241600000
2,27,22,24,136,1374593994418978475169539512944914708955426245836800000
2,27,23,22,136,347009549531629028192611760686348699174464194485369700352000
2,27,24,20,136,17745029978395928723466764036258013304835684604793604202823680000
2,27,25,18,136,75257410478952945649540498487027198752893355725755353852280832000000
2,27,26,16,136,19444682613757612782981859536817759348798627028475235058004787200000000
2,27,22,26,140,27271422345859391721128518252055501343264079872000000
2,27,23,24,140,22063880504199034877752817578612668034533103812948787200000
2,27,24,22,140,3549088892600781120981238675401264039008891737673734532628480000
2,27,25,20,140,62143753590841080537022152513248516599077612740404832221286891520000
2,27,26,18,140,50655902336537722136116178282401214482740154506399656196691722240000000
2,27,23,26,144,543643471946306150443505815716542506390602771333120000000
2,27,24,24,144,315690172568212058585016544868516116942785734451300139008000000
2,27,25,22,144,23405459436578760678962258514997077742427046232587599041611694080000
2,27,26,20,144,75218209199223896624131043678745669361060293372414644255169970176000000
2,27,24,26,148,10161984329896120771125981350378444101529662044241920000000000
2,27,25,24,148,3356856278198392786246352521708214927703344950881990066831360000000
2,27,26,22,148,56647403882842654594121320448287524574166092885768703190975381504000000
2,27,25,26,152,154490290785622733256120590496310818143234551664343829708800000000
2,27,26,24,152,17581469924974418890863093128579845990939086659883727614640128000000000
2,27,26,26,156,1405453301381666039307741802909883476523494212451211610685440000000000
2,28,14,0,56,80006929312452558178840197120000
